student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,hobbies,skills_tech_python,skills_tech_excel,skills_tech_sql,skills_soft,family_siblings,family_income_father,family_income_mother,laptop_brand,laptop_year,phone_brand,phone_year,addr_city,addr_district,addr_postal
763,,20,Male,94.0,,East Jenniferton,,2016-09-29 00:00:00,Data Science,110,inactive,,excellent,233.0,1983-06-23 00:00:00,"03154 Jessica Islands Apt. 709, New Kennethton","society, money",4.0,5.0,2.0,"such, seem",4.0,1284.0,622.0,Dell,2021.0,Apple,2022.0,,,
764,,19,Female,,,West Jessicafort,james82@smith.com,2014-07-07 06:59:14,Data Science,,active,15.5,excellent,25100.0,2002-06-19 00:00:00,UZ 100103 Tashkent East Amberburgh,"ask, threat",3.0,3.0,3.0,"ok, they",2.0,1394.0,909.0,Lenovo,2023.0,Xiaomi,2018.0,,,
765,Tammy Garcia,18,Unknown,,,South Dorischester,,2010-04-24 00:00:00,Data Science,110,pending,,excellent,197.0,2005-12-10 00:00:00,"57963 Rachel Lock, Kevinhaven","mind, even",2.0,3.0,4.0,"reduce, learn",1.0,483.0,213.0,HP,2018.0,Apple,2021.0,,,
767,Angelica Holmes,20,Male,,,Lake Matthew,,2008-07-04 00:00:00,Data Science,75,inactive,,good,188.0,,"Apartment 39, Williamsshire district, Tashkent, UZ, 100365",,,,,,,,,,,,,Tashkent,Williamsshire district,100365
768,Jonathan Doyle,,Female,76.0,+17536577382,Walkerhaven,ericray@yahoo.com,,Python,,active,0.0,average,123.0,2024-08-03 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
769,,,Female,,,Saraville,,2012-08-16 21:43:55,Data Science,,inactive,1.54,good,27900.0,1991-12-10 00:00:00,"East Alexchester 14-kv, dom 31, Tashkent","test, reveal",1.0,1.0,4.0,"national, but",4.0,404.0,737.0,Lenovo,2023.0,Apple,2023.0,Tashkent,,
770,Gene Gill,20,Female,55.0,+18740833901,Port Angelberg,angeladavis@crawford.org,2024-11-23 08:36:44,Data Science,,inactive,37.0,good,299.0,1985-04-24 11:22:00,UZ 100052 Tashkent Samanthatown,"money, expect",2.0,3.0,2.0,"paper, bit",1.0,376.0,1305.0,HP,2016.0,Samsung,2021.0,,,
772,Christopher Sullivan,20,Female,77.0,+14353459683,Joshuaside,hunter62@vazquez-lewis.com,1988-10-16 00:00:00,Python,110,active,,excellent,296.0,1991-02-09 20:50:41,UZ 100672 Tashkent East Jacobshire,"short, number",3.0,1.0,5.0,"occur, open",5.0,1495.0,772.0,Lenovo,2024.0,Xiaomi,2023.0,,,
774,Kristina Anderson,18,Female,89.0,,East Jill,jake25@mcgee.com,1991-04-21 04:36:49,Data Science,79,inactive,15.5,excellent,8500.0,1994-03-13 11:19:00,"BROKEN,ADDRESS,DATA,,,","ever, down",4.0,2.0,2.0,"turn, gun",3.0,362.0,641.0,Dell,2018.0,Xiaomi,2023.0,,,
775,Chelsea Thompson,18,Female,,+17465843276,Claystad,,2021-05-13 00:00:00,Data Science,,inactive,-2.0,good,239.0,1996-02-16 00:11:40,UZ 100223 Tashkent North Julie,"from, already",4.0,2.0,3.0,"magazine, place",5.0,1061.0,281.0,Dell,2021.0,Samsung,2022.0,,,
776,Madison James,,Female,73.0,+10075980702,East Dylan,,2007-11-01 17:58:00,Data Science,,inactive,37.0,good,265.0,1998-04-22 14:38:00,"BROKEN,ADDRESS,DATA,,,","paper, chance",3.0,3.0,1.0,"economy, let",0.0,773.0,1052.0,Lenovo,2024.0,Xiaomi,2019.0,,,
779,,20,Female,89.0,,North Jennifer,,,Data Science,98,active,37.0,excellent,78.0,,"Lake Katherine 9-kv, dom 42, Tashkent","forget, capital",3.0,3.0,5.0,"memory, reveal",3.0,606.0,211.0,Dell,2017.0,Xiaomi,2021.0,Tashkent,,
780,Elizabeth Carrillo,21,Female,89.0,+17270431621,Ayalaport,,2020-04-28 00:00:00,Python,69,active,,excellent,164.0,2009-06-19 12:52:45,"Apartment 23, East Matthew district, Tashkent, UZ, 100465",,,,,,,,,,,,,Tashkent,East Matthew district,100465
781,Abigail Miller,,Female,65.0,+17558557960,West Carl,,1997-05-03 00:00:00,Data Science,,pending,,average,276.0,,"South Jennifer 6-kv, dom 50, Tashkent","fine, traditional",5.0,2.0,3.0,"seven, guess",0.0,547.0,1304.0,Lenovo,2019.0,Xiaomi,2022.0,Tashkent,,
782,Erika Thompson,,Male,72.0,+13253486105,New Donborough,,1976-03-14 00:00:00,Data Science,110,pending,,average,238.0,1988-06-23 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
783,Richard Powell,18,Unknown,69.0,,Jameschester,,,Data Science,110,inactive,0.0,good,73.0,1973-07-25 00:00:00,"Apartment 9, Christinastad district, Tashkent, UZ, 100084","along, staff",1.0,3.0,5.0,"energy, outside",0.0,524.0,1011.0,Dell,2017.0,Apple,2021.0,Tashkent,Christinastad district,100084
784,Howard Frank,,Unknown,,+11602992499,New Shelia,,1996-03-16 00:00:00,Data Science,110,inactive,-2.0,excellent,298.0,2008-11-19 00:00:00,UZ 100325 Tashkent Michaelland,"ball, suddenly",3.0,2.0,4.0,"future, out",0.0,1069.0,255.0,HP,2022.0,Xiaomi,2021.0,,,
785,,21,Unknown,59.0,+11237534701,Morrisstad,,1982-04-27 00:00:00,Data Science,,active,15.5,,147.0,,"033 Stewart Lights Suite 397, South Courtneymouth","organization, near",1.0,3.0,4.0,"share, interest",4.0,1393.0,672.0,Dell,2015.0,Xiaomi,2022.0,,,
786,,20,Female,76.0,,Jonathanchester,cortezholly@yahoo.com,,Data Science,61,pending,0.0,,128.0,,"697 Debbie Neck Suite 615, Fosterside",,,,,,,,,,,,,,,
787,Bradley Schwartz,22,Unknown,92.0,+18081435711,South Jacquelinemouth,jeanette11@smith.com,1995-11-26 00:00:00,Data Science,,pending,,average,244.0,2011-07-02 00:00:00,"BROKEN,ADDRESS,DATA,,,","several, practice",5.0,5.0,4.0,"strategy, hear",3.0,757.0,1335.0,Dell,2018.0,Xiaomi,2020.0,,,
788,Michelle Jones,,Female,79.0,+14058632330,Anthonyshire,,,Data Science,94,inactive,0.0,,65.0,2000-06-01 00:00:00,UZ 100501 Tashkent Ochoahaven,"nice, last",5.0,3.0,5.0,"avoid, include",2.0,829.0,631.0,HP,2019.0,Samsung,2022.0,,,
789,Bradley Hawkins,22,Female,71.0,+16185205972,East Sarahport,vazquezjessica@gmail.com,2004-04-14 23:11:00,Python,,active,15.5,excellent,237.0,1993-01-30 02:39:27,"3626 Joseph Bridge, Port Rebecca",,,,,,,,,,,,,,,
790,Edward Holmes,21,Female,51.0,,East Deborahview,,2012-10-22 00:00:00,Python,110,inactive,37.0,average,184.0,2016-12-09 23:58:10,"Apartment 2, North Melissafort district, Tashkent, UZ, 100116","establish, evidence",1.0,5.0,4.0,"color, main",2.0,1287.0,408.0,Lenovo,2019.0,Apple,2022.0,Tashkent,North Melissafort district,100116
791,Tyler Burke,,Unknown,95.0,,South Jeremy,,1984-06-08 00:00:00,Python,101,inactive,0.0,,276.0,1976-04-26 00:00:00,"South Michellestad 28-kv, dom 8, Tashkent","out, art",1.0,3.0,4.0,"affect, prepare",3.0,558.0,689.0,Dell,2018.0,Xiaomi,2024.0,Tashkent,,
792,,,Female,,+11991897524,Danaburgh,,1982-07-29 00:00:00,Data Science,110,pending,0.0,excellent,201.0,1997-01-31 00:00:00,UZ 100432 Tashkent Angelaberg,"upon, education",5.0,4.0,5.0,"data, technology",0.0,1399.0,1094.0,Lenovo,2022.0,Apple,2018.0,,,
793,Alexander Baird,20,Female,88.0,,Rickyland,,1993-05-04 08:28:16,Data Science,,pending,15.5,,92.0,2018-07-19 00:00:00,"BROKEN,ADDRESS,DATA,,,","ago, the",2.0,2.0,4.0,"throughout, last",5.0,1117.0,593.0,HP,2023.0,Apple,2024.0,,,
794,,18,Male,70.0,+10206021317,West Angelastad,,1974-10-30 12:21:00,Data Science,,inactive,-2.0,excellent,236.0,1989-12-24 00:00:00,"Apartment 42, New Fernando district, Tashkent, UZ, 100031","avoid, happen",4.0,4.0,2.0,"choice, prove",3.0,881.0,297.0,Dell,2019.0,Samsung,2021.0,Tashkent,New Fernando district,100031
795,,20,Female,,+16121529772,East Jo,,2025-04-23 00:00:00,Data Science,,active,,,242.0,2020-04-03 00:00:00,"Stephaniebury 3-kv, dom 8, Tashkent","from, fall",1.0,2.0,2.0,"assume, late",1.0,454.0,658.0,Dell,2024.0,Apple,2018.0,Tashkent,,
796,,,Female,,+19342938606,Port John,,1984-06-16 00:00:00,Data Science,,pending,,good,163.0,2021-08-30 18:23:53,"BROKEN,ADDRESS,DATA,,,","fact, boy",2.0,5.0,5.0,"newspaper, look",2.0,1337.0,528.0,HP,2018.0,Apple,2020.0,,,
797,Grant Oneill,21,Female,,+14076368425,Mcmillanview,,,Python,109,inactive,,good,84.0,2019-05-16 01:21:00,UZ 100895 Tashkent West Jessicaview,"table, least",2.0,5.0,2.0,"believe, stock",1.0,1214.0,592.0,HP,2017.0,Xiaomi,2019.0,,,
798,,19,Female,92.0,+13939922626,Kerrymouth,,,Python,,inactive,0.0,excellent,295.0,2023-12-10 17:59:07,"01332 Gordon Ford Apt. 639, East Pamelachester","at, word",5.0,1.0,5.0,"occur, training",0.0,373.0,699.0,HP,2021.0,Samsung,2023.0,,,
799,Linda Hernandez,19,Female,61.0,,New Kylefort,,2004-09-25 04:34:00,Data Science,,active,37.0,excellent,75.0,1977-12-31 12:06:52,"BROKEN,ADDRESS,DATA,,,","continue, everybody",5.0,5.0,4.0,"others, actually",1.0,1008.0,679.0,Dell,2015.0,Xiaomi,2022.0,,,
800,Jeffrey Jones,,Female,71.0,+18511048595,North Lindaton,,1984-08-11 04:13:00,Data Science,74,inactive,37.0,average,184.0,1998-02-26 00:00:00,"West Anthony 17-kv, dom 21, Tashkent",,,,,,,,,,,,,Tashkent,,
801,,19,Female,76.0,+16571719683,Bakertown,,1997-07-30 15:21:00,Data Science,64,inactive,,good,77.0,1976-07-18 00:00:00,"Apartment 25, New Jerry district, Tashkent, UZ, 100509","middle, card",1.0,5.0,5.0,"really, eye",5.0,1041.0,306.0,HP,2016.0,Xiaomi,2020.0,Tashkent,New Jerry district,100509
802,Debra Wade,20,Male,97.0,+10078139193,West Cynthiafurt,,2025-10-28 02:46:41,Python,,pending,,good,143.0,,"BROKEN,ADDRESS,DATA,,,","star, above",5.0,2.0,5.0,"deal, each",5.0,509.0,343.0,HP,2016.0,Samsung,2018.0,,,
804,Erika Hardy,20,Female,82.0,+19957655179,North Dennis,,1996-08-30 00:00:00,Data Science,,inactive,37.0,,8800.0,1993-02-24 00:00:00,UZ 100460 Tashkent Nicholasport,,,,,,,,,,,,,,,
805,Lisa Gibson,,Female,70.0,,Lake Allisonport,kelleywanda@yahoo.com,2003-01-20 00:00:00,Data Science,89,active,0.0,good,187.0,,"Kristinabury 6-kv, dom 7, Tashkent","five, the",3.0,3.0,4.0,"pay, attention",1.0,987.0,601.0,HP,2024.0,Xiaomi,2022.0,Tashkent,,
806,,19,Female,68.0,+12629356533,South Juliehaven,,2019-05-29 00:00:00,Data Science,110,inactive,37.0,average,296.0,1977-01-27 16:13:00,UZ 100501 Tashkent Jeffreyhaven,,,,,,,,,,,,,,,
807,,22,Female,,+12367945761,Port Sarah,kenneth39@anthony.info,1984-01-28 00:00:00,Data Science,110,inactive,,,113.0,,UZ 100749 Tashkent Angieborough,"treatment, medical",1.0,2.0,3.0,"reach, unit",1.0,1437.0,1091.0,Dell,2019.0,Samsung,2024.0,,,
808,Sharon Moore,20,Unknown,,+11692402387,Albertshire,,2019-01-26 00:00:00,Data Science,,active,-2.0,excellent,252.0,1984-12-26 14:43:24,"Apartment 44, North James district, Tashkent, UZ, 100181","nothing, machine",5.0,4.0,1.0,"night, rather",2.0,1220.0,1068.0,Dell,2024.0,Apple,2018.0,Tashkent,North James district,100181
809,Amber Kelly,20,Male,,,Port Jerry,,2017-01-01 00:00:00,Data Science,110,pending,4.03,average,292.0,2017-09-08 01:33:00,"BROKEN,ADDRESS,DATA,,,","method, within",3.0,5.0,1.0,"put, leg",4.0,734.0,1405.0,Lenovo,2024.0,Apple,2023.0,,,
810,Jennifer English,,Male,,,Port Joshua,,2019-09-03 19:30:30,Python,90,inactive,,,109.0,2007-11-21 13:42:05,"Apartment 17, Port Brandi district, Tashkent, UZ, 100041","property, resource",2.0,3.0,5.0,"behavior, situation",4.0,682.0,1487.0,Dell,2023.0,Xiaomi,2020.0,Tashkent,Port Brandi district,100041
811,Crystal King,18,Unknown,,+15384351329,New Taylorchester,jennakeller@yahoo.com,,Data Science,105,pending,,good,12900.0,1982-12-09 05:21:06,UZ 100887 Tashkent Port Brendafurt,"suffer, fight",2.0,1.0,2.0,"head, always",5.0,1440.0,1458.0,HP,2020.0,Apple,2019.0,,,
812,,22,Male,,,Port Brianside,,,Data Science,,inactive,15.5,average,52.0,2005-07-06 00:00:00,"Apartment 14, East Monica district, Tashkent, UZ, 100389","teacher, tell",2.0,4.0,5.0,"research, under",5.0,357.0,805.0,Lenovo,2019.0,Apple,2022.0,Tashkent,East Monica district,100389
813,Aaron Webster,20,Unknown,84.0,+15866642250,West Donna,,1993-09-02 02:08:00,Python,,pending,37.0,good,203.0,,"BROKEN,ADDRESS,DATA,,,","rate, she",3.0,3.0,1.0,"important, various",1.0,693.0,463.0,Lenovo,2023.0,Samsung,2021.0,,,
815,,,Female,83.0,+12390415612,North Josephfort,chahn@graves.com,1998-01-17 23:19:00,Data Science,110,active,3.69,average,107.0,2023-04-15 21:13:03,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
816,Michelle Rodriguez,18,Female,93.0,+11160567814,West Deanna,,2010-06-14 00:00:00,Data Science,110,inactive,,excellent,244.0,1989-09-25 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
817,Joshua Munoz,,Female,,+15787908153,West Margaretchester,wchan@hotmail.com,2005-01-29 00:00:00,Python,,active,3.24,average,10100.0,,"Apartment 48, Williamton district, Tashkent, UZ, 100704",,,,,,,,,,,,,Tashkent,Williamton district,100704
818,Randy Hogan,19,Female,,,New Laura,bennettdonna@moore.info,1991-07-19 13:36:19,Python,91,active,,average,261.0,2021-11-08 09:20:54,"BROKEN,ADDRESS,DATA,,,","education, police",4.0,5.0,2.0,"last, year",5.0,1262.0,656.0,Lenovo,2022.0,Samsung,2018.0,,,
819,Thomas Rogers,20,Female,,+12262674539,Sandramouth,,1970-06-13 00:00:00,Data Science,,pending,,good,85.0,1995-11-10 00:00:00,"Christineview 27-kv, dom 19, Tashkent","leave, address",4.0,2.0,5.0,"attack, surface",0.0,609.0,212.0,HP,2016.0,Samsung,2018.0,Tashkent,,
820,,,Female,82.0,+19711114927,Scotthaven,,,Data Science,110,inactive,4.0,excellent,234.0,1972-06-06 08:39:43,"Apartment 19, Larryland district, Tashkent, UZ, 100863",,,,,,,,,,,,,Tashkent,Larryland district,100863
821,,,Female,80.0,,East Melissa,tuckerjeremy@giles.net,1991-11-05 00:00:00,Data Science,113,active,0.0,average,20800.0,1995-11-22 00:00:00,"156 Mack Ports, Floresbury",,,,,,,,,,,,,,,
823,Grace Russell,20,Female,95.0,,North James,kellyromero@mccoy.biz,2009-07-17 00:00:00,Data Science,110,pending,37.0,good,250.0,1977-11-12 00:00:00,"0473 Hess Dam Suite 547, South Charles",,,,,,,,,,,,,,,
824,,,Male,,,Port Nathan,,2011-07-29 13:34:00,Data Science,,inactive,,excellent,158.0,,"BROKEN,ADDRESS,DATA,,,","Republican, dark",3.0,5.0,5.0,"each, focus",5.0,625.0,1472.0,HP,2020.0,Apple,2024.0,,,
825,Elizabeth Hawkins,22,Female,90.0,,East Alicia,,2015-04-20 00:00:00,Data Science,,active,,average,23900.0,1974-12-25 00:00:00,"Lake Annafurt 16-kv, dom 40, Tashkent",,,,,,,,,,,,,Tashkent,,
827,Douglas Matthews,19,Female,,+13919968082,Lake Donnaland,kevin36@yahoo.com,1984-09-26 10:03:00,Data Science,103,active,1.59,,22900.0,1991-02-16 04:17:00,"BROKEN,ADDRESS,DATA,,,","both, believe",4.0,5.0,2.0,"the, culture",3.0,924.0,769.0,Lenovo,2018.0,Samsung,2022.0,,,
828,Christian Butler,22,Male,71.0,,Lake Christophermouth,,2000-09-20 05:52:00,Data Science,110,active,-2.0,excellent,299.0,1975-06-15 00:00:00,UZ 100216 Tashkent Johnchester,"next, improve",1.0,2.0,1.0,"organization, catch",5.0,356.0,313.0,Lenovo,2018.0,Apple,2022.0,,,
829,,18,Unknown,,,New Diane,,,Python,,active,37.0,good,242.0,2016-04-25 15:12:40,"Lake Danielview 16-kv, dom 13, Tashkent","night, officer",4.0,5.0,3.0,"relate, soldier",0.0,1467.0,1312.0,HP,2019.0,Xiaomi,2018.0,Tashkent,,
830,Kevin Hayes,20,Male,,,South Amanda,tfisher@hotmail.com,2008-10-10 00:00:00,Data Science,,active,0.0,good,156.0,2004-10-26 05:03:41,UZ 100066 Tashkent South Kaylastad,"successful, show",1.0,2.0,2.0,"hit, together",2.0,1335.0,309.0,HP,2019.0,Xiaomi,2020.0,,,
831,,,Male,,+12616137847,West Christopherside,pday@hernandez.com,1992-09-16 00:00:00,Python,110,pending,,,92.0,1999-01-29 16:08:09,"88881 Craig Run Suite 270, Tonyfurt","experience, party",1.0,1.0,2.0,"size, laugh",2.0,517.0,535.0,HP,2021.0,Xiaomi,2020.0,,,
832,Carrie Gonzales,,Female,,,Brandonshire,,1979-03-15 00:00:00,Python,117,pending,37.0,,24200.0,1984-11-25 00:00:00,"BROKEN,ADDRESS,DATA,,,","race, big",4.0,5.0,4.0,"goal, skill",1.0,943.0,974.0,Dell,2019.0,Samsung,2019.0,,,
833,Lauren Briggs,20,Unknown,92.0,,Lake Jessica,,,Data Science,,pending,,excellent,88.0,1992-07-28 04:15:23,"408 Dawn Drives, Lake Richard","strategy, effect",2.0,5.0,1.0,"reduce, election",1.0,647.0,1099.0,Lenovo,2016.0,Xiaomi,2020.0,,,
834,Megan Roberts,21,Male,65.0,+14067595558,Bentonberg,,1989-09-04 00:00:00,Data Science,110,inactive,,average,200.0,1983-09-11 00:00:00,"Apartment 11, North John district, Tashkent, UZ, 100241","indicate, available",3.0,2.0,3.0,"choose, evidence",4.0,1417.0,483.0,Lenovo,2022.0,Xiaomi,2024.0,Tashkent,North John district,100241
835,Tiffany Beard,,Female,99.0,,Susanchester,,,Data Science,110,active,,average,111.0,2003-07-05 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
837,Terry James,18,Unknown,74.0,,Josephburgh,,1979-05-06 07:09:48,Data Science,112,inactive,37.0,excellent,105.0,1970-12-11 13:04:36,"Jonesport 21-kv, dom 14, Tashkent",,,,,,,,,,,,,Tashkent,,
838,,,Female,,,West Matthew,,1971-08-23 10:16:03,Python,106,inactive,15.5,,240.0,2025-07-09 00:00:00,"BROKEN,ADDRESS,DATA,,,","prepare, together",5.0,2.0,1.0,"prove, PM",2.0,1153.0,761.0,HP,2021.0,Apple,2021.0,,,
840,Ronald Wade,,Male,82.0,,New Kristine,,2011-03-06 00:00:00,Data Science,,active,,average,104.0,2012-07-06 00:00:00,"Apartment 47, Garciaborough district, Tashkent, UZ, 100793",,,,,,,,,,,,,Tashkent,Garciaborough district,100793
841,,20,Female,64.0,+12544281140,Frenchside,,,Data Science,100,active,15.5,,109.0,2022-02-08 03:03:48,UZ 100459 Tashkent Andrewland,"ask, model",4.0,4.0,1.0,"amount, try",0.0,587.0,1190.0,Lenovo,2020.0,Samsung,2022.0,,,
842,Jessica Schroeder,22,Female,76.0,,Blanchardhaven,morrisonchristopher@rodriguez.com,1975-02-22 00:00:00,Python,110,active,15.5,good,181.0,1981-02-13 03:39:00,UZ 100194 Tashkent North Hannahberg,,,,,,,,,,,,,,,
843,Michael Bell,18,Unknown,80.0,+12696743191,Port Toddbury,,1995-07-15 00:00:00,Data Science,110,inactive,,average,168.0,,"07099 Perez Forges, Joseborough",,,,,,,,,,,,,,,
844,Amanda Diaz,18,Female,73.0,+11655661846,North Theresa,,2004-06-20 00:00:00,Data Science,110,pending,,,9200.0,2013-05-09 00:00:00,"BROKEN,ADDRESS,DATA,,,","on, stock",3.0,3.0,2.0,"seven, fire",3.0,610.0,461.0,Lenovo,2022.0,Samsung,2018.0,,,
845,Michael Johnson,19,Unknown,82.0,,Randytown,nmason@hotmail.com,2019-10-24 00:00:00,Python,114,pending,0.0,average,11100.0,1979-05-09 00:00:00,UZ 100473 Tashkent Scottmouth,,,,,,,,,,,,,,,
846,,19,Unknown,71.0,+17542475677,Johnview,,2018-12-09 21:28:50,Data Science,,pending,,,76.0,2008-03-14 00:00:00,UZ 100817 Tashkent North Kelly,"help, exist",2.0,4.0,4.0,"player, store",3.0,973.0,366.0,Dell,2015.0,Xiaomi,2020.0,,,
847,Derrick Cain,20,Male,,,East Angela,,1990-05-16 03:17:19,Data Science,,pending,0.0,excellent,290.0,1973-03-15 11:00:23,"East Brittanychester 22-kv, dom 28, Tashkent","million, democratic",3.0,3.0,2.0,"focus, such",3.0,529.0,1141.0,Dell,2022.0,Xiaomi,2022.0,Tashkent,,
848,,,Male,,+13883811205,Brooksport,,1982-06-08 00:00:00,Data Science,110,inactive,37.0,excellent,243.0,2002-05-16 22:20:00,"BROKEN,ADDRESS,DATA,,,","consumer, expect",1.0,5.0,3.0,"suggest, artist",3.0,522.0,1255.0,Lenovo,2024.0,Apple,2019.0,,,
849,Steven Powell,20,Unknown,71.0,+13423057171,West Brittanybury,,2025-03-14 00:00:00,Data Science,,inactive,2.89,,188.0,2003-03-09 00:00:00,UZ 100398 Tashkent Jeremyland,"reality, similar",4.0,4.0,3.0,"able, blue",1.0,1298.0,1314.0,Dell,2024.0,Xiaomi,2022.0,,,
850,,20,Female,87.0,,Paulfort,chambersjames@yahoo.com,2002-07-08 00:00:00,Python,110,pending,1.81,average,5000.0,,"40380 Rodriguez Harbor, New Samantha","process, rather",3.0,4.0,3.0,"explain, might",4.0,1108.0,1251.0,Lenovo,2016.0,Xiaomi,2021.0,,,
852,Catherine Powell,18,Unknown,,+18810060039,Powellmouth,garywilson@gmail.com,2016-01-31 14:22:00,Data Science,91,inactive,15.5,average,158.0,,"Apartment 33, South Andrewport district, Tashkent, UZ, 100176",,,,,,,,,,,,,Tashkent,South Andrewport district,100176
853,Justin Garcia,20,Female,,+11786845405,New Ryan,,1993-02-05 00:09:40,Data Science,110,pending,,excellent,96.0,1993-09-04 20:42:00,"Rodriguezmouth 29-kv, dom 31, Tashkent","man, mission",3.0,2.0,3.0,"coach, moment",2.0,766.0,1329.0,Lenovo,2023.0,Samsung,2020.0,Tashkent,,
854,,,Male,66.0,+13501622490,South Kristintown,thomasamanda@hotmail.com,1971-03-10 08:36:23,Data Science,110,pending,,,188.0,2023-05-29 00:00:00,UZ 100538 Tashkent Lake Patricia,"during, difference",2.0,5.0,1.0,"ok, environmental",4.0,770.0,294.0,Dell,2024.0,Apple,2022.0,,,
855,Judith Williams,20,Female,,+14138458795,Port Ericville,,,Data Science,,pending,37.0,excellent,22700.0,1981-11-13 00:00:00,"Apartment 22, Wheelerville district, Tashkent, UZ, 100676","region, must",1.0,5.0,3.0,"leg, think",2.0,1437.0,1390.0,Lenovo,2019.0,Apple,2020.0,Tashkent,Wheelerville district,100676
856,Andrea Luna,,Male,,+19060904285,Brentside,,2003-06-15 00:00:00,Python,,inactive,,excellent,16400.0,1972-04-12 06:59:13,"BROKEN,ADDRESS,DATA,,,","station, son",1.0,5.0,1.0,"I, bed",3.0,1431.0,1217.0,Dell,2021.0,Samsung,2021.0,,,
857,Julia Higgins,18,Unknown,54.0,+12764342162,East Jennamouth,,1992-02-15 18:54:25,Data Science,108,active,37.0,good,21000.0,1997-01-21 00:00:00,UZ 100673 Tashkent Brendahaven,"create, kitchen",2.0,2.0,4.0,"week, kitchen",3.0,469.0,1117.0,Dell,2020.0,Xiaomi,2020.0,,,
858,Hailey Porter,18,Male,90.0,+14435269877,Jacobfort,,2020-03-28 06:06:51,Python,69,inactive,15.5,average,134.0,1998-01-14 00:00:00,"Apartment 16, Heatherport district, Tashkent, UZ, 100632",,,,,,,,,,,,,Tashkent,Heatherport district,100632
859,Kevin King,20,Female,88.0,+15255318835,Garytown,meganobrien@brown-bartlett.org,2014-04-13 00:00:00,Python,90,pending,-2.0,good,139.0,2006-03-20 00:00:00,"Barnettshire 20-kv, dom 48, Tashkent","build, task",1.0,2.0,5.0,"expert, race",4.0,1404.0,1152.0,Lenovo,2018.0,Xiaomi,2023.0,Tashkent,,
860,,21,Female,50.0,,Port Rhonda,,2015-02-07 00:00:00,Data Science,110,active,,average,18000.0,1993-04-22 07:05:04,"76896 Walker Crossroad Suite 276, Port Frederickbury",,,,,,,,,,,,,,,
862,,18,Male,76.0,,Kellyport,melissa44@nelson.com,2024-10-29 00:00:00,Data Science,,active,,,106.0,,"Keithville 16-kv, dom 47, Tashkent","season, much",1.0,4.0,2.0,"spend, all",3.0,1281.0,1226.0,Lenovo,2021.0,Xiaomi,2024.0,Tashkent,,
863,,21,Male,84.0,,Port Thomas,,1998-05-31 03:39:00,Data Science,,inactive,0.0,,87.0,2020-11-11 12:46:00,"Benderburgh 26-kv, dom 23, Tashkent","rate, start",1.0,2.0,3.0,"edge, role",5.0,700.0,768.0,Lenovo,2020.0,Xiaomi,2021.0,Tashkent,,
864,,20,Female,,,East Kendraborough,edward98@yahoo.com,1989-10-02 06:49:00,Python,100,active,37.0,good,143.0,1971-04-16 00:00:00,"BROKEN,ADDRESS,DATA,,,","believe, religious",5.0,3.0,3.0,"treat, civil",3.0,828.0,775.0,Dell,2017.0,Xiaomi,2022.0,,,
865,Kayla Arroyo,20,Female,,+18413293989,Hicksfurt,,1995-09-23 00:00:00,Python,110,inactive,3.64,excellent,157.0,2007-12-27 00:00:00,"BROKEN,ADDRESS,DATA,,,","million, difference",1.0,1.0,2.0,"front, fight",5.0,1080.0,1422.0,Lenovo,2019.0,Samsung,2019.0,,,
866,,21,Unknown,,,South Brandon,,1995-06-05 00:00:00,Data Science,74,inactive,,,18600.0,1981-10-11 00:00:00,"BROKEN,ADDRESS,DATA,,,","fall, garden",5.0,2.0,3.0,"main, money",0.0,1401.0,869.0,HP,2016.0,Apple,2022.0,,,
867,Jessica Wilkinson,22,Female,,+17077851092,Clarkborough,,2025-11-08 00:00:00,Data Science,,pending,,average,59.0,2012-09-29 05:08:40,"North Bobby 7-kv, dom 41, Tashkent","agent, provide",4.0,3.0,1.0,"phone, write",2.0,879.0,705.0,HP,2015.0,Apple,2024.0,Tashkent,,
869,Kelly Santos,19,Male,73.0,,West Raymondville,,2009-12-10 00:00:00,Data Science,110,inactive,,excellent,127.0,1986-10-02 11:14:00,"BROKEN,ADDRESS,DATA,,,","practice, week",1.0,2.0,2.0,"to, dog",0.0,200.0,419.0,Dell,2020.0,Apple,2021.0,,,
870,,19,Female,87.0,+19558146166,South Christopherview,jacksonphilip@jones.info,2010-09-19 00:00:00,Python,,active,,,154.0,1988-05-13 19:21:00,"Lake Kimberlyside 7-kv, dom 18, Tashkent",,,,,,,,,,,,,Tashkent,,
873,,,Unknown,,+16544034572,New Kathleentown,,2010-06-30 00:00:00,Data Science,,inactive,0.0,excellent,27000.0,2022-06-13 00:00:00,"Apartment 38, Santosside district, Tashkent, UZ, 100536","sound, sell",1.0,5.0,2.0,"team, however",0.0,637.0,1423.0,Lenovo,2022.0,Samsung,2020.0,Tashkent,Santosside district,100536
